GenomeID	Length	Accession	TaxaID	superkingdom	phylum	class	order	family	genus	species
VIRL_NC_012939.1_Feline_coronavirus	29269	NC_012939.1	454952	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012940.1_Feline_coronavirus	29253	NC_012940.1	454953	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012941.1_Feline_coronavirus	29256	NC_012941.1	502101	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012942.1_Feline_coronavirus	29130	NC_012942.1	454951	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012948.1_Bovine_respiratory	30969	NC_012948.1	502108	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1
VIRL_NC_012949.1_Bovine_respiratory	30953	NC_012949.1	502105	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1
VIRL_NC_012950.1_Human_enteric	30953	NC_012950.1	627439	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1
VIRL_NC_012951.1_Feline_coronavirus	29306	NC_012951.1	627432	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012952.1_Feline_coronavirus	29285	NC_012952.1	627435	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012953.1_Feline_coronavirus	29275	NC_012953.1	627433	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012954.1_Feline_coronavirus	28479	NC_012954.1	627434	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012955.1_Feline_coronavirus	29295	NC_012955.1	627431	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012956.1_Feline_coronavirus	29266	NC_012956.1	627436	Viruses	<not present>	<not present>	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1
VIRL_NC_012957.1_Salivirus_NG-J1,	7982	NC_012957.1	651733	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Salivirus	Salivirus A
VIRL_NC_012958.1_Drosophila_A	4806	NC_012958.1	595895	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Drosophila A virus
VIRL_NC_012959.1_Human_adenovirus	34920	NC_012959.1	651580	Viruses	<not present>	<not present>	<not present>	Adenoviridae	Mastadenovirus	Human mastadenovirus D
VIRL_NC_012986.1_Human_klassevirus	7989	NC_012986.1	1330524	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Salivirus	Salivirus A
VIRL_NC_013006.1_Kalanchoe_latent	8517	NC_013006.1	132477	Viruses	<not present>	<not present>	Tymovirales	Betaflexiviridae	Carlavirus	Kalanchoe latent virus
VIRL_NC_013007.1_Carrot_yellow	16354	NC_013007.1	656190	Viruses	<not present>	<not present>	<not present>	Closteroviridae	Closterovirus	Carrot yellow leaf virus
VIRL_NC_013011.1_Gossypium_davidsonii	1315	NC_013011.1	656028	Viruses	<not present>	<not present>	<not present>	Alphasatellitidae	<not present>	Gossypium davidsonii symptomless alphasatellite
VIRL_NC_013012.1_Gossypium_mustilinum	1321	NC_013012.1	656026	Viruses	<not present>	<not present>	<not present>	Alphasatellitidae	Gosmusatellite	Gossypium mustelinum symptomless alphasatellite
VIRL_NC_013013.1_Gossypium_darwinii	1378	NC_013013.1	656025	Viruses	<not present>	<not present>	<not present>	Alphasatellitidae	Colecusatellite	Gossypium darwinii symptomless alphasatellite
VIRL_NC_013014.1_Sclerotinia_sclerotiorum	1874	NC_013014.1	659497	Viruses	<not present>	<not present>	<not present>	Partitiviridae	<not present>	Sclerotinia sclerotiorum partitivirus S
VIRL_NC_013015.1_Sclerotinia_sclerotiorum	1852	NC_013015.1	659497	Viruses	<not present>	<not present>	<not present>	Partitiviridae	<not present>	Sclerotinia sclerotiorum partitivirus S
VIRL_NC_013017.1_Okra_leaf	2386	NC_013017.1	163654	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Okra leaf curl virus
VIRL_NC_013018.1_Circovirus-like_genome	1833	NC_013018.1	642259	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome SAR-B
VIRL_NC_013019.1_Sunn_hemp	2774	NC_013019.1	579113	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Sunn hemp leaf distortion virus
VIRL_NC_013020.1_Circovirus-like_genome	1815	NC_013020.1	642260	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome BBC-A
VIRL_NC_013021.1_Cyanophage_PSS2,	107530	NC_013021.1	658401	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Cyanophage PSS2
VIRL_NC_013022.2_Ipomoea_yellow	2791	NC_013022.2	653358	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Ipomoea yellow vein virus
VIRL_NC_013023.1_Circovirus-like_genome	2162	NC_013023.1	642251	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome RW-A
VIRL_NC_013024.1_Circovirus-like_genome	2819	NC_013024.1	642252	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome RW-B
VIRL_NC_013025.1_Circovirus-like_genome	1803	NC_013025.1	642253	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome RW-C
VIRL_NC_013026.1_Circovirus-like_genome	2072	NC_013026.1	642254	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome RW-D
VIRL_NC_013027.1_Circovirus-like_genome	2782	NC_013027.1	642255	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome RW-E
VIRL_NC_013028.1_Circovirus-like_genome	2160	NC_013028.1	642256	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome CB-A
VIRL_NC_013029.1_Circovirus-like_genome	2757	NC_013029.1	642257	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome CB-B
VIRL_NC_013030.2_Circovirus-like_genome	1739	NC_013030.2	642258	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Circovirus-like genome SAR-A
VIRL_NC_013035.1_Human_papillomavirus	7184	NC_013035.1	915428	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 9
VIRL_NC_013036.1_Duck_enteritis	158091	NC_013036.1	104388	Viruses	<not present>	<not present>	Herpesvirales	Herpesviridae	Mardivirus	Anatid alphaherpesvirus 1
VIRL_NC_013055.1_Burkholderia_phage	39896	NC_013055.1	335797	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Stanholtvirus	Burkholderia phage KS9
VIRL_NC_013057.1_Morogoro_virus	3383	NC_013057.1	573900	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	<not present>	Morogoro mammarenavirus
VIRL_NC_013058.1_Morogoro_virus	7207	NC_013058.1	573900	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Arenaviridae	<not present>	Morogoro mammarenavirus
VIRL_NC_013059.1_Salmonella_phage	40975	NC_013059.1	590739	Viruses	<not present>	<not present>	Caudovirales	Podoviridae	Lederbergvirus	Salmonella phage g341c
VIRL_NC_013060.1_Astrovirus_VA1,	6586	NC_013060.1	645687	Viruses	<not present>	<not present>	<not present>	Astroviridae	Mamastrovirus	Mamastrovirus 9
VIRL_NC_013075.1_Tomato_chocolate	7492	NC_013075.1	661101	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Torradovirus	Tomato chocolate spot virus
VIRL_NC_013076.1_Tomato_chocolate	5109	NC_013076.1	661101	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Torradovirus	Tomato chocolate spot virus
VIRL_NC_013085.1_Synechococcus_phage	194454	NC_013085.1	555387	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	<not present>	Synechococcus phage S-RSM4
VIRL_NC_013094.1_Faba_bean	1003	NC_013094.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013095.1_Faba_bean	992	NC_013095.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013096.1_Faba_bean	994	NC_013096.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013097.1_Faba_bean	980	NC_013097.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013098.1_Faba_bean	981	NC_013098.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013099.1_Faba_bean	986	NC_013099.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013100.1_Faba_bean	984	NC_013100.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013101.1_Faba_bean	987	NC_013101.1	283824	Viruses	<not present>	<not present>	<not present>	Nanoviridae	Nanovirus	Faba bean necrotic stunt virus
VIRL_NC_013102.1_Tomato_leaf	2748	NC_013102.1	664980	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Hainan virus
VIRL_NC_013103.1_Chilli_leaf	1369	NC_013103.1	661505	Viruses	<not present>	<not present>	<not present>	Alphasatellitidae	<not present>	Chilli leaf curl Multan alphasatellite
VIRL_NC_013105.1_European_mountain	7040	NC_013105.1	1980426	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus
VIRL_NC_013106.1_European_mountain	2335	NC_013106.1	1980426	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus
VIRL_NC_013107.1_European_mountain	1348	NC_013107.1	1980426	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus
VIRL_NC_013108.1_European_mountain	1559	NC_013108.1	1980426	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Fimoviridae	Emaravirus	European mountain ash ringspot-associated emaravirus
VIRL_NC_013109.1_Primula_malacoides	2390	NC_013109.1	479713	Viruses	<not present>	<not present>	<not present>	Partitiviridae	Betapartitivirus	Primula malacoides virus 1
VIRL_NC_013110.1_Primula_malacoides	2344	NC_013110.1	479713	Viruses	<not present>	<not present>	<not present>	Partitiviridae	Betapartitivirus	Primula malacoides virus 1
VIRL_NC_013111.1_Cassava_virus	2740	NC_013111.1	561576	Viruses	<not present>	<not present>	<not present>	Botourmiaviridae	Ourmiavirus	Cassava virus C
VIRL_NC_013112.1_Cassava_virus	1137	NC_013112.1	561576	Viruses	<not present>	<not present>	<not present>	Botourmiaviridae	Ourmiavirus	Cassava virus C
VIRL_NC_013113.1_Cassava_virus	958	NC_013113.1	561576	Viruses	<not present>	<not present>	<not present>	Botourmiaviridae	Ourmiavirus	Cassava virus C
VIRL_NC_013114.1_Human_enterovirus	7422	NC_013114.1	582384	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
VIRL_NC_013115.1_Human_enterovirus	7423	NC_013115.1	582385	Viruses	<not present>	<not present>	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
VIRL_NC_013116.1_Sclerotinia_sclerotiorum	2166	NC_013116.1	664785	Viruses	<not present>	<not present>	<not present>	Genomoviridae	Gemycircularvirus	Sclerotinia gemycircularvirus 1
VIRL_NC_013117.1_Francolinus_leucoscepus	7498	NC_013117.1	485362	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Dyoepsilonpapillomavirus	Dyoepsilonpapillomavirus 1
VIRL_NC_013133.1_Japanese_holly	6228	NC_013133.1	659660	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Japanese holly fern mottle virus
VIRL_NC_013134.1_Japanese_holly	3007	NC_013134.1	659660	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Japanese holly fern mottle virus
VIRL_NC_013135.1_Drosophila_melanogaster	12390	NC_013135.1	666363	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Drosophila melanogaster sigmavirus
VIRL_NC_013195.1_Staphylococcus_phage	40761	NC_013195.1	668618	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus phage P954
VIRL_NC_013196.1_Rattus_norvegicus	7378	NC_013196.1	664730	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Pipapillomavirus	Pipapillomavirus 2
VIRL_NC_013197.1_Thermus_phage	17036	NC_013197.1	1714272	Viruses	<not present>	<not present>	<not present>	Sphaerolipoviridae	Gammasphaerolipovirus	Thermus virus P23-77
VIRL_NC_013218.1_Turnip_ringspot	6082	NC_013218.1	392504	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Comovirus	Turnip ringspot virus
VIRL_NC_013219.1_Turnip_ringspot	3985	NC_013219.1	392504	Viruses	<not present>	<not present>	Picornavirales	Secoviridae	Comovirus	Turnip ringspot virus
VIRL_NC_013220.1_Phytophthora_infestans	3220	NC_013220.1	640897	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Phytophthora infestans RNA virus 1
VIRL_NC_013221.1_Phytophthora_infestans	2896	NC_013221.1	640897	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Phytophthora infestans RNA virus 1
VIRL_NC_013225.1_Mammalian_orthoreovirus	3804	NC_013225.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013226.1_Mammalian_orthoreovirus	3870	NC_013226.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013227.1_Mammalian_orthoreovirus	2251	NC_013227.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013228.1_Mammalian_orthoreovirus	2127	NC_013228.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013229.1_Mammalian_orthoreovirus	3888	NC_013229.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013230.1_Mammalian_orthoreovirus	2241	NC_013230.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013231.1_Mammalian_orthoreovirus	1368	NC_013231.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013232.1_Mammalian_orthoreovirus	1331	NC_013232.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013233.1_Mammalian_orthoreovirus	1198	NC_013233.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013234.1_Mammalian_orthoreovirus	1098	NC_013234.1	538123	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orthoreovirus	Mammalian orthoreovirus
VIRL_NC_013236.1_Canine_papillomavirus	7810	NC_013236.1	658422	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 1
VIRL_NC_013237.1_Canine_papillomavirus	8242	NC_013237.1	1513269	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Lambdapapillomavirus	Lambdapapillomavirus 3
VIRL_NC_013258.1_Tomato_infectious	8271	NC_013258.1	52135	Viruses	<not present>	<not present>	<not present>	Closteroviridae	Crinivirus	Tomato infectious chlorosis virus
VIRL_NC_013259.1_Tomato_infectious	7913	NC_013259.1	52135	Viruses	<not present>	<not present>	<not present>	Closteroviridae	Crinivirus	Tomato infectious chlorosis virus
VIRL_NC_013261.1_Canna_Yellow	9502	NC_013261.1	433462	Viruses	<not present>	<not present>	<not present>	Potyviridae	Potyvirus	Canna yellow streak virus
VIRL_NC_013262.1_Pelargonium_vein	7586	NC_013262.1	671126	Viruses	<not present>	<not present>	Ortervirales	Caulimoviridae	Badnavirus	Pelargonium vein banding virus
VIRL_NC_013266.1_Melandrium_yellow	3249	NC_013266.1	545259	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Bromovirus	Melandrium yellow fleck virus
VIRL_NC_013267.1_Melandrium_yellow	2862	NC_013267.1	545259	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Bromovirus	Melandrium yellow fleck virus
VIRL_NC_013268.1_Melandrium_yellow	2424	NC_013268.1	545259	Viruses	<not present>	<not present>	<not present>	Bromoviridae	Bromovirus	Melandrium yellow fleck virus
VIRL_NC_013286.1_Calicivirus_isolate	8468	NC_013286.1	673764	Viruses	<not present>	<not present>	<not present>	Caliciviridae	Vesivirus	Canine vesivirus
VIRL_NC_013287.1_Calicivirus_isolate	8468	NC_013287.1	673763	Viruses	<not present>	<not present>	<not present>	Caliciviridae	Vesivirus	Canine vesivirus
VIRL_NC_013288.1_Ostreococcus_tauri	191761	NC_013288.1	642926	Viruses	<not present>	<not present>	<not present>	Phycodnaviridae	Prasinovirus	Ostreococcus tauri virus 1
VIRL_NC_013396.1_Epizootic_hemorrhagic	3942	NC_013396.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013397.1_Epizootic_hemorrhagic	2968	NC_013397.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013398.1_Epizootic_hemorrhagic	2768	NC_013398.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013399.1_Epizootic_hemorrhagic	1983	NC_013399.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013400.1_Epizootic_hemorrhagic	1803	NC_013400.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013401.1_Epizootic_hemorrhagic	1640	NC_013401.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013402.1_Epizootic_hemorrhagic	1162	NC_013402.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013403.1_Epizootic_hemorrhagic	1186	NC_013403.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013404.1_Epizootic_hemorrhagic	1143	NC_013404.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013405.1_Epizootic_hemorrhagic	810	NC_013405.1	449133	Viruses	<not present>	<not present>	<not present>	Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus
VIRL_NC_013413.1_Tomato_leaf	2751	NC_013413.1	634441	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Sulawesi virus
VIRL_NC_013414.1_Velvet_bean	2733	NC_013414.1	667119	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Velvet bean severe mosaic virus
VIRL_NC_013415.1_Velvet_bean	2657	NC_013415.1	667119	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Velvet bean severe mosaic virus
VIRL_NC_013423.1_Vernonia_yellow	1364	NC_013423.1	666635	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Vernonia yellow vein betasatellite
VIRL_NC_013424.1_Leucas_zeylanica	1363	NC_013424.1	670251	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Leucas zeylanica yellow vein virus satellite DNA beta
VIRL_NC_013439.1_Orangutan_polyomavirus,	5168	NC_013439.1	1604874	Viruses	<not present>	<not present>	<not present>	Polyomaviridae	Alphapolyomavirus	Pongo pygmaeus polyomavirus 1
VIRL_NC_013443.1_HMO_Astrovirus	6534	NC_013443.1	682382	Viruses	<not present>	<not present>	<not present>	Astroviridae	Mamastrovirus	HMO Astrovirus A
VIRL_NC_013447.1_Helicobasidium_mompa	16614	NC_013447.1	675833	Viruses	<not present>	<not present>	<not present>	Endornaviridae	Alphaendornavirus	Helicobasidium mompa alphaendornavirus 1
VIRL_NC_013455.1_Sugarcane_bacilliform	7317	NC_013455.1	1960253	Viruses	<not present>	<not present>	Ortervirales	Caulimoviridae	Badnavirus	Sugarcane bacilliform Guadeloupe D virus
VIRL_NC_013458.1_Barfin_flounder	3101	NC_013458.1	43761	Viruses	<not present>	<not present>	<not present>	Nodaviridae	Betanodavirus	Barfin flounder nervous necrosis virus
VIRL_NC_013459.1_Barfin_flounder	1433	NC_013459.1	43761	Viruses	<not present>	<not present>	<not present>	Nodaviridae	Betanodavirus	Barfin flounder nervous necrosis virus
VIRL_NC_013460.1_Tiger_puffer	3112	NC_013460.1	43764	Viruses	<not present>	<not present>	<not present>	Nodaviridae	Betanodavirus	Tiger puffer nervous necrosis virus
VIRL_NC_013461.1_Tiger_puffer	1422	NC_013461.1	43764	Viruses	<not present>	<not present>	<not present>	Nodaviridae	Betanodavirus	Tiger puffer nervous necrosis virus
VIRL_NC_013462.1_Rosellinia_necatrix	8931	NC_013462.1	658904	Viruses	<not present>	<not present>	<not present>	Megabirnaviridae	Megabirnavirus	Rosellinia necatrix megabirnavirus 1
VIRL_NC_013463.1_Rosellinia_necatrix	7180	NC_013463.1	658904	Viruses	<not present>	<not present>	<not present>	Megabirnaviridae	Megabirnavirus	Rosellinia necatrix megabirnavirus 1
VIRL_NC_013464.1_Saccharum_streak	2744	NC_013464.1	683179	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Mastrevirus	Saccharum streak virus
VIRL_NC_013465.1_Sweet_potato	2807	NC_013465.1	652718	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Sweet potato leaf curl Canary virus
VIRL_NC_013467.1_Sweet_potato	2814	NC_013467.1	574890	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Sweet potato leaf curl Lanzarote virus
VIRL_NC_013469.1_Fusarium_graminearum	9098	NC_013469.1	687917	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Fusarium graminearum dsRNA mycovirus-3
VIRL_NC_013470.1_Fusarium_graminearum	2383	NC_013470.1	687918	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Fusarium graminearum dsRNA mycovirus-4
VIRL_NC_013471.1_Fusarium_graminearum	1739	NC_013471.1	687918	Viruses	<not present>	<not present>	<not present>	<not present>	<not present>	Fusarium graminearum dsRNA mycovirus-4
VIRL_NC_013499.1_Drosophila_melanogaster	6780	NC_013499.1	663282	Viruses	<not present>	<not present>	<not present>	Totiviridae	<not present>	Drosophila melanogaster totivirus SW-2009a
VIRL_NC_013527.1_Butterbur_mosaic	8662	NC_013527.1	666859	Viruses	<not present>	<not present>	Tymovirales	Betaflexiviridae	Carlavirus	Butterbur mosaic virus
VIRL_NC_013528.1_Fort_Morgan	11381	NC_013528.1	48544	Viruses	<not present>	<not present>	<not present>	Togaviridae	Alphavirus	Fort Morgan virus
VIRL_NC_013585.1_Acidianus_spindle-shaped	24186	NC_013585.1	693629	Viruses	<not present>	<not present>	<not present>	Fuselloviridae	Betafusellovirus	Acidianus spindle-shaped virus 1
VIRL_NC_013586.1_Human_papillomavirus	7304	NC_013586.1	696838	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2
VIRL_NC_013587.1_Sulfolobus_spindle-shaped	15684	NC_013587.1	693627	Viruses	<not present>	<not present>	<not present>	Fuselloviridae	Betafusellovirus	Sulfolobus spindle-shaped virus 6
VIRL_NC_013588.1_Sulfolobus_spindle-shaped	17602	NC_013588.1	693628	Viruses	<not present>	<not present>	<not present>	Fuselloviridae	Alphafusellovirus	Sulfolobus spindle-shaped virus 7
VIRL_NC_013590.2_Felid_herpesvirus	135797	NC_013590.2	10334	Viruses	<not present>	<not present>	Herpesvirales	Herpesviridae	Varicellovirus	Felid alphaherpesvirus 1
VIRL_NC_013591.1_Human_papillomavirus	7476	NC_013591.1	696746	Viruses	<not present>	<not present>	<not present>	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3
VIRL_NC_013593.1_Cotton_leaf	1387	NC_013593.1	679536	Viruses	<not present>	<not present>	<not present>	Alphasatellitidae	Colecusatellite	Cotton leaf curl Gezira alphasatellite
VIRL_NC_013594.1_Escherichia_phage	37235	NC_013594.1	665033	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	Muvirus	Escherichia phage D108
VIRL_NC_013597.1_Aggregatibacter_phage	43970	NC_013597.1	683735	Viruses	<not present>	<not present>	Caudovirales	Myoviridae	<not present>	Aggregatibacter phage S1249
VIRL_NC_013598.1_Streptococcus_phage	35525	NC_013598.1	682370	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Brussowvirus	Streptococcus virus ALQ132
VIRL_NC_013599.1_Xylella_phage	36674	NC_013599.1	670252	Viruses	<not present>	<not present>	Caudovirales	Podoviridae	<not present>	Xylella phage Xfas53
VIRL_NC_013600.1_Sodalis_phage	45169	NC_013600.1	673375	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Dhillonvirus	Sodalis virus SO1
VIRL_NC_013637.1_Cotton_leaf	1348	NC_013637.1	304222	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Cotton leaf curl Gezira betasatellite
VIRL_NC_013638.1_Pseudomonas_phage	43144	NC_013638.1	693582	Viruses	<not present>	<not present>	Caudovirales	Podoviridae	Phikmvvirus	Pseudomonas phage phi-2
VIRL_NC_013639.1_Tomato_leaf	2808	NC_013639.1	693894	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Tomato leaf curl Cameroon virus
VIRL_NC_013640.2_Sweet_potato	2823	NC_013640.2	693892	Viruses	<not present>	<not present>	<not present>	Geminiviridae	Begomovirus	Sweet potato leaf curl Bengal virus
VIRL_NC_013641.1_Tomato_yellow	1352	NC_013641.1	693897	Viruses	<not present>	<not present>	<not present>	Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl Thailand betasatellite
VIRL_NC_013643.1_Enterococcus_phage	36270	NC_013643.1	673835	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Phifelvirus	Enterococcus virus FL2
VIRL_NC_013644.1_Enterococcus_phage	37856	NC_013644.1	673839	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	<not present>	Enterococcus phage phiFL4A
VIRL_NC_013645.1_Streptococcus_phage	34882	NC_013645.1	633135	Viruses	<not present>	<not present>	Caudovirales	Siphoviridae	Moineauvirus	Streptococcus virus phiAbc2
